Character,Transcriptions,Fanqie,Sixtuples,Identifiers
統,thowngH,他綜,通開一去冬透,2121
用,yowngH,余頌,通開三去鍾以,2124
誦,zjowngH,似用,通開三去鍾邪,2125
㡝,bjowngH,扶用,通開三去鍾並,2126
龏,kjowngH;'aewk,居用;於角,通開三去鍾見;江開二入江影,2129;3276
㙲,'jowngH,於用,通開三去鍾影,2130
堹,trjowngH,竹用,通開三去鍾知,2131
諥,trjowngH,竹用,通開三去鍾知,2131
瘲,tsjowngH,子用,通開三去鍾精,2132
𩉪,nyowngH,而用,通開三去鍾日,2134
𩼅,nyowngH,而用,通開三去鍾日,2134
偅,tsyowngH,之用,通開三去鍾章,2135
𨉢,drjowngH,柱用,通開三去鍾澄,2136
贚,ljowngH,良用,通開三去鍾來,2137
絳,kaewngH,古巷,江開二去江見,2141
𡲣,kaewngH,古巷,江開二去江見,2141
巷,haewngH,胡絳,江開二去江匣,2142
衖,haewngH,胡絳,江開二去江匣,2142
𢤤,draewngH,直絳,江開二去江澄,2144
𥈄,trhaewngH,丑絳,江開二去江徹,2145
漴,dzraewngH,士絳,江開二去江崇,2146
肨,phaewngH,匹絳,江開二去江滂,2147
胖,phaewngH,匹絳,江開二去江滂,2147
㦼,sraewngH,色絳,江開二去江生,2149
寘,tsyeH,支義,止開三去支章,2150
忮,tsyeH,支義,止開三去支章,2150
䚳,tsyeH,支義,止開三去支章,2150
𢻈,tsyeH,支義,止開三去支章,2150
伿,tsyeH;yeH,支義;以豉,止開三去支章;止開三去支以,2150;2167
𡽆,tsyeH,支義,止開三去支章,2150
避,bjieH,毗義,止開三去支並,2151
惴,tsyweH,之睡,止合三去支章,2152
𦥻,tsyweH,之睡,止合三去支章,2152
𦦇,tsyweH,之睡,止合三去支章,2152
詈,ljeH,力智,止開三去支來,2153
荔,ljeH;lejH,力智;郎計,止開三去支來;蟹開四去齊來,2153;2380
㿛,ljeH;lejH,力智;郎計,止開三去支來;蟹開四去齊來,2153;2380
珕,ljeH;lejH,力智;郎計,止開三去支來;蟹開四去齊來,2153;2380
𥶾,ljeH;lejH,力智;郎計,止開三去支來;蟹開四去齊來,2153;2380
豉,dzyeH,是義,止開三去支常,2154
𢻃,dzyeH,是義,止開三去支常,2154
𢐂,dzyeH;triH,是義;陟吏,止開三去支常;止開三去之知,2154;2265
䩃,dzyeH,是義,止開三去支常,2154
積,tsjeH;tsjek,子智;資昔,止開三去支精;梗開三入清精,2155;3648
𧂐,tsjeH,子智,止開三去支精,2155
𦎸,tsjeH;dzjeH,子智;疾智,止開三去支精;止開三去支從,2155;2170
賜,sjeH,斯義,止開三去支心,2156
𧀩,sjeH,斯義,止開三去支心,2156
澌,sjeH,斯義,止開三去支心,2156
𣩠,sjeH,斯義,止開三去支心,2156
儩,sjeH,斯義,止開三去支心,2156
杫,sjeH,斯義,止開三去支心,2156
䞈,kjweH,詭僞,止合三去支見,2158
𢈌,kjweH,詭僞,止合三去支見,2158
貱,pjeH,彼義,止開三去支幫,2160
髲,bjeH,平義,止開三去支並,2161
鞁,bjeH,平義,止開三去支並,2161
㢰,bjeH,平義,止開三去支並,2161
𤿙,bjeH;tsrjeH,平義;爭義,止開三去支並;止開三去支莊,2161;2194
寄,kjeH,居義,止開三去支見,2163
䐀,kjeH,居義,止開三去支見,2163
臂,pjieH,卑義,止開三去支幫,2164
芰,gjeH,奇寄,止開三去支群,2165
䝸,gjeH,奇寄,止開三去支群,2165
䛋,gjeH;tshjeH,奇寄;七賜,止開三去支群;止開三去支清,2165;2166
刺,tshjeH;tshjek,七賜;七迹,止開三去支清;梗開三入清清,2166;3656
㓨,tshjeH,七賜,止開三去支清,2166
㢀,tshjeH,七賜,止開三去支清,2166
朿,tshjeH,七賜,止開三去支清,2166
㡹,tshjeH,七賜,止開三去支清,2166
𧧒,tshjeH,七賜,止開三去支清,2166
莿,tshjeH,七賜,止開三去支清,2166
庛,tshjeH,七賜,止開三去支清,2166
蛓,tshjeH;tshiH,七賜;七吏,止開三去支清;止開三去之清,2166;2254
易,yeH;yek,以豉;羊益,止開三去支以;梗開三入清以,2167;3650
㑥,yeH,以豉,止開三去支以,2167
貤,yeH;yijH;zyijH,以豉;羊至;神至,止開三去支以;止開三去脂以;止開三去脂船,2167;2239;2240
㒾,yeH;syeH,以豉;施智,止開三去支以;止開三去支書,2167;2178
議,ngjeH,宜寄,止開三去支疑,2168
誼,ngjeH,宜寄,止開三去支疑,2168
竩,ngjeH,宜寄,止開三去支疑,2168
𥫃,ngjeH,宜寄,止開三去支疑,2168
義,ngjeH,宜寄,止開三去支疑,2168
𩈭,ngjeH,宜寄,止開三去支疑,2168
譬,phjieH,匹賜,止開三去支滂,2169
㵨,phjieH,匹賜,止開三去支滂,2169
漬,dzjeH,疾智,止開三去支從,2170
眥,dzjeH;dzejH,疾智;在詣,止開三去支從;蟹開四去齊從,2170;2363
㱴,dzjeH,疾智,止開三去支從,2170
髊,dzjeH,疾智,止開三去支從,2170
智,trjeH,知義,止開三去支知,2171
𣉻,trjeH,知義,止開三去支知,2171
潪,trjeH;drjek,知義;直炙,止開三去支知;梗開三入清澄,2171;3655
縋,drjweH,馳僞,止合三去支澄,2173
膇,drjweH,馳僞,止合三去支澄,2173
硾,drjweH,馳僞,止合三去支澄,2173
𥞃,tsyhweH,尺僞,止合三去支昌,2174
嚱,xjeH,香義,止開三去支曉,2175
𢺵,khjieH,去智,止開三去支溪,2176
𨑤,khjieH,去智,止開三去支溪,2176
吱,khjieH,去智,止開三去支溪,2176
縊,'jieH;'ejH,於賜;於計,止開三去支影;蟹開四去齊影,2177;2372
㱲,'jieH,於賜,止開三去支影,2177
螠,'jieH,於賜,止開三去支影,2177
翅,syeH,施智,止開三去支書,2178
𦐊,syeH,施智,止開三去支書,2178
啻,syeH,施智,止開三去支書,2178
卶,syeH;tsyheH,施智;充豉,止開三去支書;止開三去支昌,2178;2188
翨,syeH;kjieH,施智;居企,止開三去支書;止開三去支見,2178;2186
曬,srjeH;sreaH,所寄;所賣,止開三去支生;蟹開二去佳生,2179;2466
觖,khjwieH;kwet,窺瑞;古穴,止合三去支溪;山合四入先見,2180;3471
僞,ngjweH,危睡,止合三去支疑,2182
偽,ngjweH,危睡,止合三去支疑,2182
恚,'jwieH,於避,止合三去支影,2184
㜇,'jwieH,於避,止合三去支影,2184
睡,dzyweH,是僞,止合三去支常,2185
瑞,dzyweH,是僞,止合三去支常,2185
䄲,nyweH,而瑞,止合三去支日,2187
䅗,sjweH,思累,止合三去支心,2189
瀡,sjweH,思累,止合三去支心,2189
娷,trjweH,竹恚,止合三去支知,2190
諈,trjweH,竹恚,止合三去支知,2190
瓗,yweH,以睡,止合三去支以,2191
䜜,yweH,以睡,止合三去支以,2191
贀,yweH,以睡,止合三去支以,2191
諉,nrjweH,女恚,止合三去支娘,2192
㨅,nrjweH,女恚,止合三去支娘,2192
㢻,nrjweH,女恚,止合三去支娘,2192
瞡,kjwieH;kjwijH,規恚;居悸,止合三去支見;止合三去脂見,2193;2232
𧙁,tsrjeH,爭義,止開三去支莊,2194
至,tsyijH,脂利,止開三去脂章,2197
摯,tsyijH,脂利,止開三去脂章,2197
贄,tsyijH,脂利,止開三去脂章,2197
鷙,tsyijH,脂利,止開三去脂章,2197
礩,tsyijH;tsyit,脂利;之日,止開三去脂章;臻開三入眞章,2197;3283
䥍,tsyijH;bejH;sjet;tsyip,脂利;蒲計;私列;之入,止開三去脂章;蟹開四去齊並;山開三入仙心;深開三入侵章,2197;2379;3489;3745
懥,tsyijH;trijH,脂利;陟利,止開三去脂章;止開三去脂知,2197;2217
䲀,tsyijH,脂利,止開三去脂章,2197
𩊝,tsyijH,脂利,止開三去脂章,2197
𩊞,tsyijH,脂利,止開三去脂章,2197
𢄢,tsyijH;sywejH,脂利;舒芮,止開三去脂章;蟹合三去祭書,2197;2392
𡠗,tsyijH;tsyip,脂利;之入,止開三去脂章;深開三入侵章,2197;3745
位,hwijH,于愧,止合三去脂云,2198
媚,mijH,明祕,止開三去脂明,2199
魅,mijH,明祕,止開三去脂明,2199
鬽,mijH,明祕,止開三去脂明,2199
篃,mijH,明祕,止開三去脂明,2199
蝞,mijH,明祕,止開三去脂明,2199
嚜,mijH,明祕,止開三去脂明,2199
䉋,mijH,明祕,止開三去脂明,2199
煝,mijH,明祕,止開三去脂明,2199
遂,zwijH,徐醉,止合三去脂邪,2200
彗,zwijH;hjwejH;zjwejH,徐醉;于歲;祥歲,止合三去脂邪;蟹合三去祭云;蟹合三去祭邪,2200;2385;2395
隧,zwijH,徐醉,止合三去脂邪,2200
襚,zwijH,徐醉,止合三去脂邪,2200
旞,zwijH,徐醉,止合三去脂邪,2200
璲,zwijH,徐醉,止合三去脂邪,2200
檖,zwijH,徐醉,止合三去脂邪,2200
𣔾,zwijH,徐醉,止合三去脂邪,2200
𤓫,zwijH,徐醉,止合三去脂邪,2200
𤎩,zwijH,徐醉,止合三去脂邪,2200
燧,zwijH,徐醉,止合三去脂邪,2200
澻,zwijH,徐醉,止合三去脂邪,2200
䡵,zwijH,徐醉,止合三去脂邪,2200
鐆,zwijH,徐醉,止合三去脂邪,2200
鐩,zwijH,徐醉,止合三去脂邪,2200
穟,zwijH,徐醉,止合三去脂邪,2200
𦼯,zwijH,徐醉,止合三去脂邪,2200
蔧,zwijH,徐醉,止合三去脂邪,2200
𦂁,zwijH,徐醉,止合三去脂邪,2200
㒸,zwijH,徐醉,止合三去脂邪,2200
𥝩,zwijH,徐醉,止合三去脂邪,2200
穗,zwijH,徐醉,止合三去脂邪,2200
䉌,zwijH,徐醉,止合三去脂邪,2200
𩏚,zwijH,徐醉,止合三去脂邪,2200
𨎥,zwijH,徐醉,止合三去脂邪,2200
醉,tswijH,將遂,止合三去脂精,2201
邃,swijH,雖遂,止合三去脂心,2202
祟,swijH,雖遂,止合三去脂心,2202
誶,swijH;swojH;dzwit,雖遂;蘇内;慈卹,止合三去脂心;蟹合一去灰心;臻合三入諄從,2202;2520;3323
粹,swijH,雖遂,止合三去脂心,2202
睟,swijH,雖遂,止合三去脂心,2202
𠭥,swijH;tsywejH,雖遂;之銳,止合三去脂心;蟹合三去祭章,2202;2387
賥,swijH,雖遂,止合三去脂心,2202
譢,swijH,雖遂,止合三去脂心,2202
𢢝,swijH,雖遂,止合三去脂心,2202
類,lwijH,力遂,止合三去脂來,2203
淚,lwijH,力遂,止合三去脂來,2203
𦝭,lwijH,力遂,止合三去脂來,2203
蘱,lwijH;lwojH,力遂;盧對,止合三去脂來;蟹合一去灰來,2203;2522
䇐,lwijH;lijH;lip,力遂;力至;力入,止合三去脂來;止開三去脂來;深開三入侵來,2203;2213;3755
禷,lwijH,力遂,止合三去脂來,2203
祕,pijH,兵媚,止開三去脂幫,2204
秘,pijH,兵媚,止開三去脂幫,2204
毖,pijH,兵媚,止開三去脂幫,2204
閟,pijH,兵媚,止開三去脂幫,2204
柲,pijH;bjit;pit;bet,兵媚;毗必;鄙密;蒲結,止開三去脂幫;臻開三入眞並;臻開三入眞幫;山開四入先並,2204;3306;3315;3486
䀣,pijH;meat,兵媚;莫八,止開三去脂幫;山開二入山明,2204;3437
䪐,pijH,兵媚,止開三去脂幫,2204
邲,pijH;bjit;bit,兵媚;毗必;房密,止開三去脂幫;臻開三入眞並;臻開三入眞並,2204;3306;3312
轡,pijH,兵媚,止開三去脂幫,2204
鉍,pijH;pit,兵媚;鄙密,止開三去脂幫;臻開三入眞幫,2204;3315
泌,pijH;bjit;pit,兵媚;毗必;鄙密,止開三去脂幫;臻開三入眞並;臻開三入眞幫,2204;3306;3315
鄪,pijH,兵媚,止開三去脂幫,2204
費,pijH;phjɨjH;bjɨjH,兵媚;芳未;扶沸,止開三去脂幫;止合三去微滂;止合三去微並,2204;2280;2284
粊,pijH,兵媚,止開三去脂幫,2204
䉾,pijH,兵媚,止開三去脂幫,2204
𡛗,pijH,兵媚,止開三去脂幫,2204
匱,gwijH,求位,止合三去脂群,2205
蕢,gwijH;khweajH,求位;苦怪,止合三去脂群;蟹合二去皆溪,2205;2478
𠀐,gwijH,求位,止合三去脂群,2205
饋,gwijH,求位,止合三去脂群,2205
餽,gwijH;kwijH,求位;俱位,止合三去脂群;止合三去脂見,2205;2208
𦆠,gwijH,求位,止合三去脂群,2205
櫃,gwijH,求位,止合三去脂群,2205
樻,gwijH;khwijH,求位;丘愧,止合三去脂群;止合三去脂溪,2205;2210
簣,gwijH;khweajH,求位;苦怪,止合三去脂群;蟹合二去皆溪,2205;2478
𩌃,gwijH,求位,止合三去脂群,2205
濞,phijH;phejH,匹備;匹詣,止開三去脂滂;蟹開四去齊滂,2206;2378
嚊,phijH,匹備,止開三去脂滂,2206
䑄,phijH;bijH;bjijH,匹備;平祕;毗至,止開三去脂滂;止開三去脂並;止開三去脂並,2206;2207;2233
㿙,phijH,匹備,止開三去脂滂,2206
𦤢,phijH,匹備,止開三去脂滂,2206
淠,phijH,匹備,止開三去脂滂,2206
備,bijH,平祕,止開三去脂並,2207
俻,bijH,平祕,止開三去脂並,2207
𤰇,bijH,平祕,止開三去脂並,2207
𤰈,bijH,平祕,止開三去脂並,2207
𡚤,bijH,平祕,止開三去脂並,2207
奰,bijH,平祕,止開三去脂並,2207
糒,bijH,平祕,止開三去脂並,2207
犕,bijH,平祕,止開三去脂並,2207
絥,bijH;bjuwk,平祕;房六,止開三去脂並;通開三入東並,2207;3199
鞴,bijH;buH;bjuwk,平祕;薄故;房六,止開三去脂並;遇開一去模並;通開三入東並,2207;2358;3199
韍,bijH;pjut,平祕;分勿,止開三去脂並;臻合三入文幫,2207;3339
贔,bijH,平祕,止開三去脂並,2207
𣖾,bijH,平祕,止開三去脂並,2207
㣁,bijH,平祕,止開三去脂並,2207
㸢,bijH,平祕,止開三去脂並,2207
愧,kwijH,俱位,止合三去脂見,2208
媿,kwijH,俱位,止合三去脂見,2208
聭,kwijH,俱位,止合三去脂見,2208
䁛,kwijH,俱位,止合三去脂見,2208
帥,srwijH;srwit,所類;所律,止合三去脂生;臻合三入諄生,2209;3308
率,srwijH;srwit,所類;所律,止合三去脂生;臻合三入諄生,2209;3308
喟,khwijH;khweajH,丘愧;苦怪,止合三去脂溪;蟹合二去皆溪,2210;2478
嘳,khwijH;khweajH,丘愧;苦怪,止合三去脂溪;蟹合二去皆溪,2210;2478
䯣,khwijH,丘愧,止合三去脂溪,2210
䰎,khwijH,丘愧,止合三去脂溪,2210
腃,khwijH,丘愧,止合三去脂溪,2210
䙡,khwijH,丘愧,止合三去脂溪,2210
尯,khwijH,丘愧,止合三去脂溪,2210
𨌗,khwijH,丘愧,止合三去脂溪,2210
豷,xwijH;'ejH,許位;於計,止合三去脂曉;蟹開四去齊影,2211;2372
嗜,dzyijH,常利,止開三去脂常,2212
𩜼,dzyijH,常利,止開三去脂常,2212
利,lijH,力至,止開三去脂來,2213
𥝤,lijH,力至,止開三去脂來,2213
䬆,lijH;lit,力至;力質,止開三去脂來;臻開三入眞來,2213;3297
莅,lijH,力至,止開三去脂來,2213
蒞,lijH,力至,止開三去脂來,2213
涖,lijH;lejH,力至;郎計,止開三去脂來;蟹開四去齊來,2213;2380
痢,lijH,力至,止開三去脂來,2213
䚕,lijH,力至,止開三去脂來,2213
膩,nrijH,女利,止開三去脂娘,2214
𦡸,nrijH,女利,止開三去脂娘,2214
䁊,nrijH;'wat,女利;烏括,止開三去脂娘;山合一入桓影,2214;3415
䣵,nrijH;nyiH,女利;仍吏,止開三去脂娘;止開三去之日,2214;2261
屁,phjijH,匹寐,止開三去脂滂,2215
䊧,phjijH;phjɨjH,匹寐;芳未,止開三去脂滂;止合三去微滂,2215;2280
劓,ngijH,魚器,止開三去脂疑,2216
致,trijH,陟利,止開三去脂知,2217
懫,trijH;tsyit,陟利;之日,止開三去脂知;臻開三入眞章,2217;3283
疐,trijH;tejH,陟利;都計,止開三去脂知;蟹開四去齊端,2217;2362
𢷐,trijH,陟利,止開三去脂知,2217
𨆫,trijH,陟利,止開三去脂知,2217
質,trijH;tsyit,陟利;之日,止開三去脂知;臻開三入眞章,2217;3283
躓,trijH,陟利,止開三去脂知,2217
𨎌,trijH,陟利,止開三去脂知,2217
輊,trijH,陟利,止開三去脂知,2217
騺,trijH,陟利,止開三去脂知,2217
䞃,trijH,陟利,止開三去脂知,2217
𣱐,trijH;'jinH,陟利;於刃,止開三去脂知;臻開三去眞影,2217;2566
駤,trijH,陟利,止開三去脂知,2217
棄,khjijH,詰利,止開三去脂溪,2218
弃,khjijH,詰利,止開三去脂溪,2218
夡,khjijH,詰利,止開三去脂溪,2218
㞓,khjijH,詰利,止開三去脂溪,2218
蟿,khjijH;khejH,詰利;苦計,止開三去脂溪;蟹開四去齊溪,2218;2371
緻,drijH,直利,止開三去脂澄,2219
稚,drijH,直利,止開三去脂澄,2219
稺,drijH,直利,止開三去脂澄,2219
𦃘,drijH,直利,止開三去脂澄,2219
𩹈,drijH,直利,止開三去脂澄,2219
𠊷,drijH,直利,止開三去脂澄,2219
𢴧,drijH,直利,止開三去脂澄,2219
𩋩,drijH,直利,止開三去脂澄,2219
𦥐,drijH,直利,止開三去脂澄,2219
寐,mjijH,彌二,止開三去脂明,2220
杘,trhijH,丑利,止開三去脂徹,2221
𣐉,trhijH,丑利,止開三去脂徹,2221
𦥊,trhijH;trhiH,丑利;丑吏,止開三去脂徹;止開三去之徹,2221;2260
𡳭,trhijH,丑利,止開三去脂徹,2221
跮,trhijH;trhit,丑利;丑栗,止開三去脂徹;臻開三入眞徹,2221;3296
冀,kijH,几利,止開三去脂見,2222
兾,kijH,几利,止開三去脂見,2222
覬,kijH,几利,止開三去脂見,2222
穊,kijH,几利,止開三去脂見,2222
驥,kijH,几利,止開三去脂見,2222
𩥉,kijH,几利,止開三去脂見,2222
洎,kijH;gijH,几利;其冀,止開三去脂見;止開三去脂群,2222;2223
懻,kijH,几利,止開三去脂見,2222
臮,gijH,其冀,止開三去脂群,2223
暨,gijH;kjɨjH,其冀;居豙,止開三去脂群;止開三去微見,2223;2285
鱀,gijH;giH,其冀;渠記,止開三去脂群;止開三去之群,2223;2268
垍,gijH,其冀,止開三去脂群,2223
塈,gijH;xjɨjH,其冀;許旣,止開三去脂群;止開三去微曉,2223;2288
𣽍,gijH,其冀,止開三去脂群,2223
悸,gjwijH,其季,止合三去脂群,2224
猤,gjwijH,其季,止合三去脂群,2224
𡬄,gjwijH,其季,止合三去脂群,2224
痵,gjwijH,其季,止合三去脂群,2224
翠,tshwijH,七醉,止合三去脂清,2225
二,nyijH,而至,止開三去脂日,2226
弍,nyijH,而至,止開三去脂日,2226
貳,nyijH,而至,止開三去脂日,2226
樲,nyijH,而至,止開三去脂日,2226
恣,tsijH,資四,止開三去脂精,2227
𣣌,tsijH;tshijH,資四;七四,止開三去脂精;止開三去脂清,2227;2228
次,tshijH,七四,止開三去脂清,2228
䳐,tshijH,七四,止開三去脂清,2228
佽,tshijH,七四,止開三去脂清,2228
絘,tshijH,七四,止開三去脂清,2228
𩾔,tshijH,七四,止開三去脂清,2228
𧊒,tshijH,七四,止開三去脂清,2228
䯸,tshijH,七四,止開三去脂清,2228
懿,'ijH,乙兾,止開三去脂影,2229
饐,'ijH,乙兾,止開三去脂影,2229
㙪,'ijH;'ejH,乙兾;於計,止開三去脂影;蟹開四去齊影,2229;2372
欭,'ijH,乙兾,止開三去脂影,2229
鷧,'ijH,乙兾,止開三去脂影,2229
撎,'ijH,乙兾,止開三去脂影,2229
亄,'ijH;'it,乙兾;於筆,止開三去脂影;臻開三入眞影,2229;3313
四,sijH,息利,止開三去脂心,2230
亖,sijH,息利,止開三去脂心,2230
肆,sijH,息利,止開三去脂心,2230
𩬶,sijH,息利,止開三去脂心,2230
柶,sijH,息利,止開三去脂心,2230
泗,sijH,息利,止開三去脂心,2230
牭,sijH,息利,止開三去脂心,2230
𧳙,sijH;giH,息利;渠記,止開三去脂心;止開三去之群,2230;2268
㣈,sijH,息利,止開三去脂心,2230
𨽼,sijH,息利,止開三去脂心,2230
駟,sijH,息利,止開三去脂心,2230
𦞤,sijH,息利,止開三去脂心,2230
蕼,sijH,息利,止開三去脂心,2230
肂,sijH,息利,止開三去脂心,2230
器,khijH,去冀,止開三去脂溪,2231
季,kjwijH,居悸,止合三去脂見,2232
鼻,bjijH,毗至,止開三去脂並,2233
𤹝,bjijH,毗至,止開三去脂並,2233
坒,bjijH;bjit,毗至;毗必,止開三去脂並;臻開三入眞並,2233;3306
襣,bjijH,毗至,止開三去脂並,2233
䫁,bjijH,毗至,止開三去脂並,2233
痹,pjijH,必至,止開三去脂幫,2235
畀,pjijH,必至,止開三去脂幫,2235
庇,pjijH,必至,止開三去脂幫,2235
萃,dzwijH,秦醉,止合三去脂從,2236
顇,dzwijH,秦醉,止合三去脂從,2236
悴,dzwijH,秦醉,止合三去脂從,2236
㱖,dzwijH,秦醉,止合三去脂從,2236
䆊,dzwijH,秦醉,止合三去脂從,2236
瘁,dzwijH,秦醉,止合三去脂從,2236
地,dijH,徒四,止開三去脂定,2237
墬,dijH,徒四,止開三去脂定,2237
齂,xijH;xeajH;meat,虚器;許介;莫八,止開三去脂曉;蟹開二去皆曉;山開二入山明,2238;2475;3437
㕧,xijH,虚器,止開三去脂曉,2238
屓,xijH,虚器,止開三去脂曉,2238
呬,xijH,虚器,止開三去脂曉,2238
𤡬,xijH,虚器,止開三去脂曉,2238
䨳,xijH,虚器,止開三去脂曉,2238
肄,yijH,羊至,止開三去脂以,2239
殔,yijH,羊至,止開三去脂以,2239
㡼,yijH,羊至,止開三去脂以,2239
勩,yijH;yejH,羊至;餘制,止開三去脂以;蟹開三去祭以,2239;2403
隶,yijH;dojH,羊至;徒耐,止開三去脂以;蟹開一去咍定,2239;2526
㣇,yijH;dejH,羊至;特計,止開三去脂以;蟹開四去齊定,2239;2365
𥿫,yijH,羊至,止開三去脂以,2239
諡,zyijH,神至,止開三去脂船,2240
謚,zyijH;'jiek,神至;伊昔,止開三去脂船;梗開三入清影,2240;3649
自,dzijH,疾二,止開三去脂從,2241
嫉,dzijH;dzit,疾二;秦悉,止開三去脂從;臻開三入眞從,2241;3299
墜,drwijH,直類,止合三去脂澄,2242
懟,drwijH,直類,止合三去脂澄,2242
出,tsyhwijH;tsyhwit,尺類;赤律,止合三去脂昌;臻合三入諄昌,2243;3331
𤀷,ywijH,以醉,止合三去脂以,2244
𢣘,ywijH,以醉,止合三去脂以,2244
瞶,ywijH;kjwɨjH,以醉;居胃,止合三去脂以;止合三去微見,2244;2276
䗽,ywijH,以醉,止合三去脂以,2244
侐,xjwijH;xik,火季;況逼,止合三去脂曉;曾合三入蒸曉,2245;3714
轛,trwijH;twojH,追萃;都隊,止合三去脂知;蟹合一去灰端,2246;2512
痓,tsyhijH,充自,止開三去脂昌,2247
䛈,syijH,矢利,止開三去脂書,2248
㿷,tsrhwijH;tshawH,楚愧;七到,止合三去脂初;效開一去豪清,2249;2813
㽷,sywijH,釋類,止合三去脂書,2250
𥤼,sywijH,釋類,止合三去脂書,2250
志,tsyiH,職吏,止開三去之章,2251
誌,tsyiH,職吏,止開三去之章,2251
痣,tsyiH,職吏,止開三去之章,2251
織,tsyiH;tsyik,職吏;之翼,止開三去之章;曾開三入蒸章,2251;3692
識,tsyiH;syik,職吏;賞職,止開三去之章;曾開三入蒸書,2251;3700
娡,tsyiH,職吏,止開三去之章,2251
䓌,tsyiH,職吏,止開三去之章,2251
值,driH;drik,直吏;除力,止開三去之澄;曾開三入蒸澄,2252;3693
植,driH;dzyik,直吏;常職,止開三去之澄;曾開三入蒸常,2252;3699
㨁,driH;dzyik,直吏;常職,止開三去之澄;曾開三入蒸常,2252;3699
𠍜,driH,直吏,止開三去之澄,2252
寺,ziH,祥吏,止開三去之邪,2253
嗣,ziH,祥吏,止開三去之邪,2253
孠,ziH,祥吏,止開三去之邪,2253
飤,ziH,祥吏,止開三去之邪,2253
